t,x,y,i
2305,91294,2549117.43536294,5
2306,91299,2550103.62573847,5
2307,91338,2551796.9078724,5
2308,91339,2555335.60545669,5
2309,91367,2548076.46309262,5
2310,91369,2558600.58229476,5
2311,91409,2552755.14981434,5
2312,91419,2553688.79648504,5
2313,91430,2553775.81481911,5
2314,91455,2559179.01224732,5
2315,91483,2557507.91537008,5
2316,91483,2555178.75695596,5
2317,91535,2555870.75242381,5
2318,91555,2558971.95756336,5
2319,91578,2560564.6971022,5
2320,91608,2563101.23195068,5
2321,91627,2561090.20066633,5
2322,91644,2560138.41550661,5
2323,91680,2567220.90203919,5
2324,91717,2563178.99508934,5
2325,91761,2562429.58024239,5
2326,91769,2566314.93284858,5
2327,91792,2565338.64502939,5
2328,91792,2561393.75197162,5
2329,91825,2567355.02397033,5
2330,91871,2565585.82694243,5
2331,91908,2563201.0713066,5
2332,91912,2567325.82867064,5
2333,91966,2567352.92834629,5
2334,92005,2572013.73474985,5
2335,92038,2572418.46336548,5
2336,92050,2570913.93480596,5
2337,92096,2571125.20155272,5
2338,92152,2576858.84348143,5
2339,92184,2571477.79424061,5
2340,92187,2574162.51265781,5
2341,92195,2580703.2164348,5
2342,92244,2576547.09778399,5
2343,92279,2573684.24335313,5
2344,92302,2585742.79360412,5
2345,92328,2576712.20355144,5
2346,92379,2584614.79230341,5
2347,92387,2585715.8951805,5
2348,92415,2581843.18843638,5
2349,92451,2581996.68885134,5
2350,92489,2586565.10046309,5
2351,92545,2582941.71707726,5
2352,92600,2584637.95469459,5
2353,92628,2587015.9973097,5
2354,92661,2592082.76375661,5
2355,92700,2589852.31172081,5
2356,92754,2591282.60625583,5
2357,92803,2591947.44528863,5
2358,92839,2596295.18901167,5
2359,92864,2592496.370603,5
2360,92914,2600553.58924283,5
2361,92926,2596424.15464815,5
2362,92959,2597702.52298867,5
2363,92990,2599536.78203073,5
2364,92998,2595460.89994629,5
2365,93052,2606762.91011551,5
2366,93066,2602493.90843509,5
2367,93089,2602171.74973842,5
2368,93139,2609180.89117639,5
2369,93146,2606821.78991662,5
2370,93148,2604323.71624164,5
2371,93186,2607202.77284572,5
2372,93202,2605115.13802985,5
2373,93215,2605608.53086771,5
2374,93261,2608448.62700894,5
2375,93288,2608402.54867972,5
2376,93321,2609167.05855553,5
2377,93331,2610226.84421643,5
2378,93371,2608386.80267962,5
2379,93390,2610438.42030295,5
2380,93407,2617070.2117598,5
2381,93444,2616906.6223336,5
2382,93476,2608685.53441351,5
2383,93519,2614729.13436647,5
2384,93575,2613768.07585488,5
2385,93585,2617257.72217626,5
2386,93591,2614607.42987141,5
2387,93640,2615093.22391431,5
2388,93655,2616668.48653216,5
2389,93713,2616965.74214918,5
2390,93742,2624265.54683574,5
2391,93742,2621408.66513235,5
2392,93783,2621620.36711779,5
2393,93801,2616497.78237177,5
2394,93837,2621454.51962715,5
2395,93848,2622547.22265503,5
2396,93879,2627658.34906469,5
2397,93918,2618538.63073795,5
2398,93961,2623994.1246966,5
2399,93998,2631451.04546406,5
2400,94049,2628008.9634924,5
1,12144,164901.205583249,6
2,12146,165129.601593043,6
3,12151,167110.339512928,6
4,12154,165068.006162486,6
5,12165,161825.215530704,6
6,12168,165279.822460849,6
7,12177,160779.96811266,6
8,12186,164200.303524844,6
9,12195,161979.456488713,6
10,12197,163132.948413986,6
11,12198,169711.534509554,6
12,12202,165654.675883462,6
13,12210,163387.592749489,6
14,12219,166424.713636806,6
15,12222,161974.829712106,6
16,12227,163519.147558501,6
17,12234,161464.249634247,6
18,12243,160785.799001467,6
19,12256,166284.24550794,6
20,12264,161848.939914064,6
21,12269,166235.768096004,6
22,12276,163569.68091204,6
23,12276,162359.321051564,6
24,12279,166450.467406013,6
25,12279,164339.92535256,6
26,12289,166623.763499794,6
27,12301,163783.324367632,6
28,12310,171058.038987097,6
29,12315,167146.80034977,6
30,12328,164472.886590745,6
31,12334,163857.762206704,6
32,12336,169618.011210832,6
33,12338,168408.312364212,6
34,12349,169723.260914785,6
35,12360,162843.841290043,6
36,12360,164244.959746951,6
37,12368,171241.43106865,6
38,12371,172834.874475314,6
39,12377,166677.687719019,6
40,12377,164611.990857844,6
41,12380,171489.734947651,6
42,12381,164567.388935518,6
43,12386,167337.05850304,6
44,12396,166633.243216697,6
45,12396,167352.581982168,6
46,12397,165442.297555038,6
47,12397,167301.358954797,6
48,12401,165686.34638163,6
49,12404,162266.034709667,6
50,12414,165127.18266508,6
51,12422,169372.913693049,6
52,12425,163946.181945929,6
53,12428,165149.497688871,6
54,12428,163966.629393965,6
55,12438,172423.515205816,6
56,12447,171336.253631104,6
57,12449,166616.470264523,6
58,12461,170769.65374035,6
59,12463,170520.11910568,6
60,12469,166283.629797487,6
61,12469,164009.814936867,6
62,12482,163220.82236602,6
63,12486,169017.337934951,6
64,12487,163787.4969159,6
65,12491,173033.222510041,6
66,12500,168355.455448355,6
67,12504,171313.189350734,6
68,12506,167516.502044036,6
69,12519,164859.218118123,6
70,12527,166909.979848657,6
71,12537,170923.365246432,6
72,12548,172045.733944063,6
73,12560,167352.138568142,6
74,12561,166269.050893747,6
75,12564,168013.922201246,6
76,12572,175433.024443878,6
77,12582,172584.920001466,6
78,12589,166824.503311165,6
79,12589,164974.682557373,6
80,12595,169637.108923023,6
81,12601,169171.519728952,6
82,12612,164965.760521589,6
83,12612,165894.237505644,6
84,12622,165518.701579844,6
85,12628,168186.137448668,6
86,12629,171241.810105512,6
87,12634,168720.884882443,6
88,12636,173268.335449417,6
89,12646,172036.119987114,6
90,12656,173080.365823216,6
91,12662,172327.100065422,6
92,12664,170200.676583047,6
93,12672,172262.335915958,6
94,12682,169629.440123919,6
95,12684,168233.853352406,6
96,12693,171017.209816222,6
97,12704,167680.892882211,6
98,12705,175532.702545302,6
99,12716,168899.058907507,6
100,12728,172516.324165093,6
101,12735,169604.219412122,6
102,12736,168444.436001971,6
103,12747,174345.478360124,6
104,12754,168430.986658923,6
105,12756,176440.71835521,6
106,12763,165926.992738328,6
107,12776,173453.439756924,6
108,12778,171397.038844022,6
109,12778,173562.332375903,6
110,12790,170463.967464875,6
111,12800,175353.563087905,6
112,12809,173843.026129992,6
113,12811,172356.828302756,6
114,12821,173713.921861525,6
115,12832,174518.365981568,6
116,12836,171359.129636007,6
117,12839,172563.215924005,6
118,12851,175254.261233429,6
119,12855,173115.756490654,6
120,12868,173221.905077534,6
121,12873,173371.285121895,6
122,12877,173627.966173443,6
123,12879,172973.454071265,6
124,12891,174671.043537325,6
125,12894,178979.066480299,6
126,12895,168584.77812635,6
127,12907,173568.000170419,6
128,12919,171058.268216171,6
129,12928,174382.708808417,6
130,12929,171983.702786505,6
131,12939,172986.481518306,6
132,12948,175092.275978339,6
133,12950,174684.580325027,6
134,12959,180040.663308065,6
135,12963,171020.247213501,6
136,12976,176508.031034043,6
137,12989,177228.283496271,6
138,12996,174479.483167909,6
139,13000,176087.677996039,6
140,13008,173515.473818268,6
141,13021,176727.56580599,6
142,13026,176410.568347421,6
143,13039,177705.567922067,6
144,13052,171985.185592844,6
145,13052,176154.27172412,6
146,13054,173068.728215766,6
147,13064,171754.314963527,6
148,13069,175151.540007039,6
149,13070,174590.472760514,6
150,13071,177203.02929711,6
151,13077,174378.402819921,6
152,13080,178854.499852695,6
153,13092,171792.864498108,6
154,13103,172570.929440492,6
155,13114,173566.429893143,6
156,13126,170973.951737006,6
157,13137,176001.986298992,6
158,13149,181073.154548732,6
159,13153,175968.880392015,6
160,13163,176858.002349059,6
161,13175,177433.99500077,6
162,13175,174763.714813353,6
163,13175,179757.948686685,6
164,13186,174549.975413362,6
165,13197,177008.200320458,6
166,13209,177960.832406345,6
167,13218,171574.733134431,6
168,13228,176882.187565662,6
169,13232,173100.57712508,6
170,13244,179052.063709787,6
171,13251,178295.413061071,6
172,13263,177215.825105217,6
173,13274,179400.506005315,6
174,13274,175401.027412255,6
175,13279,177163.259020127,6
176,13279,173419.34364582,6
177,13283,178914.110580283,6
178,13284,177944.656676628,6
179,13293,179414.979799965,6
180,13297,176048.949836614,6
181,13308,180127.453530228,6
182,13319,179986.328435294,6
183,13321,180188.108987869,6
184,13332,182173.003650676,6
185,13342,179423.696161139,6
186,13347,174703.444150325,6
187,13353,180725.954882536,6
188,13354,184350.648959328,6
189,13355,180257.135142454,6
190,13363,176922.378797571,6
191,13369,176756.144162334,6
192,13373,176213.488184013,6
193,13374,182321.013540911,6
194,13383,179918.577508418,6
195,13393,183616.53048318,6
196,13401,178463.88927767,6
197,13407,180894.906864085,6
198,13416,185443.061226107,6
199,13417,182114.570894923,6
200,13417,181189.965368837,6
201,13426,179042.764822302,6
202,13429,182790.507206111,6
203,13430,179096.624174899,6
204,13438,179468.624739119,6
205,13446,182777.126984939,6
206,13448,181447.33872341,6
207,13454,179973.646179789,6
208,13467,178017.30664451,6
209,13470,177386.102212163,6
210,13475,179043.69990563,6
211,13482,184314.344259789,6
212,13484,185813.669341828,6
213,13491,184329.702953075,6
214,13500,181158.722413799,6
215,13501,177809.164124202,6
216,13501,181660.942890076,6
217,13501,180425.402889916,6
218,13502,180054.485604025,6
219,13508,179734.164107559,6
220,13508,183535.427358718,6
221,13510,180323.05010694,6
222,13518,179977.651317152,6
223,13524,183649.380993429,6
224,13533,181560.771430051,6
225,13533,183646.291861044,6
226,13534,179416.23084214,6
227,13543,181981.564470705,6
228,13556,184704.113525725,6
229,13564,178497.544755734,6
230,13565,180529.296432343,6
231,13567,180714.219802097,6
232,13577,181208.797377733,6
233,13588,175448.560343011,6
234,13597,180882.565783036,6
235,13609,185041.928542116,6
236,13618,179475.893853187,6
237,13623,186007.168389223,6
238,13633,177703.089727257,6
239,13634,185604.102696854,6
240,13645,184687.617158003,6
241,13653,184801.524198364,6
242,13653,185217.363343247,6
243,13655,184864.375158686,6
244,13661,183956.542011418,6
245,13669,181139.486357936,6
246,13670,186157.369421713,6
247,13671,184411.6746871,6
248,13676,183970.398749543,6
249,13680,185761.200387632,6
250,13684,189770.612855821,6
251,13692,185805.353400752,6
252,13695,182854.439953306,6
253,13697,181710.657415949,6
254,13709,191599.678735384,6
255,13719,181348.202556522,6
256,13731,182799.025369043,6
257,13741,183407.233749827,6
258,13751,183225.933912482,6
259,13763,183052.580181237,6
260,13771,185175.381608633,6
261,13783,183908.767211879,6
262,13791,182920.733870107,6
263,13791,187300.145418285,6
264,13804,183508.725564154,6
265,13815,181662.022823967,6
266,13828,185649.667894242,6
267,13834,187602.002517044,6
268,13840,188353.23687739,6
269,13849,186006.15387612,6
270,13859,186356.018520868,6
271,13871,187090.12646681,6
272,13882,181455.576405305,6
273,13894,182053.545868617,6
274,13905,184321.290852387,6
275,13906,187921.65406623,6
276,13914,188042.624977881,6
277,13925,188496.40073315,6
278,13928,185589.540305832,6
279,13928,189638.553891184,6
280,13940,193716.316279392,6
281,13943,192016.338264843,6
282,13950,197037.212944436,6
283,13957,184195.015039577,6
284,13967,188094.026824187,6
285,13971,188786.548815109,6
286,13975,183119.366299439,6
287,13980,186782.419659381,6
288,13988,187913.24752009,6
289,13991,184212.450892069,6
290,14002,189643.500860737,6
291,14004,195892.927100813,6
292,14009,187640.800007273,6
293,14021,187044.093713235,6
294,14022,190065.624856002,6
295,14034,187825.07752803,6
296,14040,189141.205436302,6
297,14043,189496.95349123,6
298,14054,191711.698618876,6
299,14058,186784.712436375,6
300,14058,187035.652046623,6
301,14070,194561.480082991,6
302,14080,192767.375080647,6
303,14093,185466.42075265,6
304,14105,192610.903302232,6
305,14105,183739.287626232,6
306,14109,187652.542943576,6
307,14117,187379.677168143,6
308,14130,189587.257042183,6
309,14137,186833.423259792,6
310,14140,192028.436706174,6
311,14153,193853.366392388,6
312,14161,188133.013375607,6
313,14163,191577.045283239,6
314,14166,191994.321938407,6
315,14175,190004.331541074,6
316,14176,191655.771769258,6
317,14183,182090.676815391,6
318,14184,193806.896277736,6
319,14190,189693.749072662,6
320,14195,194578.253936045,6
321,14207,191121.977582132,6
322,14210,190921.621918752,6
323,14213,186197.276406094,6
324,14225,188964.586771591,6
325,14228,190963.425652173,6
326,14232,189103.562994337,6
327,14242,190546.302430798,6
328,14246,189759.461889206,6
329,14258,197085.412389809,6
330,14270,194480.455624628,6
331,14273,188651.321667851,6
332,14282,191992.081628627,6
333,14290,195762.584558396,6
334,14295,192588.816257974,6
335,14302,191577.988812729,6
336,14307,191766.363894963,6
337,14310,193507.322130927,6
338,14320,191560.811885612,6
339,14333,187678.041940254,6
340,14338,193936.637462051,6
341,14341,191635.238437371,6
342,14353,198084.155615292,6
343,14359,191212.814776514,6
344,14364,200266.488983604,6
345,14366,199202.410100831,6
346,14370,192775.297124121,6
347,14382,198756.840828628,6
348,14393,194541.610719735,6
349,14395,187733.63554013,6
350,14405,195766.535330497,6
351,14405,195379.509079281,6
352,14411,196827.6554108,6
353,14419,193533.063339869,6
354,14429,199305.218809406,6
355,14442,195374.399569057,6
356,14447,192721.273335396,6
357,14451,192627.732980315,6
358,14458,190594.372872395,6
359,14468,195789.466389627,6
360,14473,195200.406826128,6
361,14481,189786.952350936,6
362,14486,198135.742619585,6
363,14495,197045.753720623,6
364,14506,194947.329669115,6
365,14513,200205.879369911,6
366,14526,195493.157515008,6
367,14527,192120.178198991,6
368,14537,195232.530477892,6
369,14539,190179.240048257,6
370,14542,191203.227578347,6
371,14548,194274.949828341,6
372,14561,197132.661132008,6
373,14562,195455.3280072,6
374,14573,197936.659208703,6
375,14584,196164.873678631,6
376,14593,197283.202833769,6
377,14605,193659.489651916,6
378,14613,197483.064613672,6
379,14614,193780.853789646,6
380,14626,198505.743628021,6
381,14632,201532.331920503,6
382,14636,194314.540930783,6
383,14638,202155.607476601,6
384,14640,200069.344204926,6
385,14644,196007.971236569,6
386,14652,197769.446944038,6
387,14655,198054.643945693,6
388,14655,198671.371531547,6
389,14662,196922.121789046,6
390,14675,192626.707772786,6
391,14683,200880.396724748,6
392,14686,196075.954543404,6
393,14698,197171.54174297,6
394,14699,199795.43704694,6
395,14711,200041.823058903,6
396,14724,196926.706087147,6
397,14725,196333.496553322,6
398,14725,200090.615640079,6
399,14738,201474.281840742,6
400,14747,193593.580564829,6
401,14756,194727.841441828,6
402,14769,199986.095693421,6
403,14771,195869.59098309,6
404,14781,199217.878348004,6
405,14792,201465.975272701,6
406,14797,200779.671728936,6
407,14805,193516.932233894,6
408,14812,200081.468011845,6
409,14825,202158.968128661,6
410,14834,200777.327502771,6
411,14837,197771.880445284,6
412,14849,201825.975058893,6
413,14851,201862.045059169,6
414,14853,203065.109468614,6
415,14859,189464.104929029,6
416,14862,200946.777223914,6
417,14870,194926.330269316,6
418,14874,201168.659193051,6
419,14882,198337.255264611,6
420,14888,200374.456776316,6
421,14891,199925.73253802,6
422,14895,201561.877115972,6
423,14900,200063.027309887,6
424,14912,195556.581369541,6
425,14920,201652.150886396,6
426,14925,198638.112673377,6
427,14928,202876.11023331,6
428,14935,197979.311737762,6
429,14946,193655.720404456,6
430,14952,201832.427683863,6
431,14964,199990.499428675,6
432,14964,200603.701166296,6
433,14968,200053.999118208,6
434,14977,204247.658871989,6
435,14983,203543.102739951,6
436,14987,205420.458143897,6
437,14998,202082.554866526,6
438,15010,202232.858412664,6
439,15022,203347.877172623,6
440,15029,202634.444076701,6
441,15038,198334.835165366,6
442,15045,201661.06587893,6
443,15058,203576.915461543,6
444,15059,202292.252499698,6
445,15060,201265.06676329,6
446,15070,205423.74340664,6
447,15080,201778.161926827,6
448,15085,204274.793636817,6
449,15098,199747.865451921,6
450,15100,204916.158626469,6
451,15110,201163.718442179,6
452,15110,197320.522272541,6
453,15115,203385.787014369,6
454,15120,203028.167081142,6
455,15121,205977.591954465,6
456,15130,208428.719635399,6
457,15131,201307.648491992,6
458,15141,199816.533751783,6
459,15150,202726.170790522,6
460,15153,205614.105491743,6
461,15162,198533.994584261,6
462,15162,200758.228881193,6
463,15170,200357.942406702,6
464,15175,200837.396850481,6
465,15180,201033.312898483,6
466,15191,203314.118419239,6
467,15194,204565.073042865,6
468,15203,205346.962883679,6
469,15216,207288.349939104,6
470,15226,208596.283727433,6
471,15226,201633.618245167,6
472,15231,198557.188594388,6
473,15237,206008.557423044,6
474,15240,205519.778451206,6
475,15251,205357.823907206,6
476,15254,200644.290403063,6
477,15261,208433.530274011,6
478,15266,209639.481063169,6
479,15276,205225.225379263,6
480,15281,202476.202461506,6
481,15282,206020.835743851,6
482,15289,208458.704249997,6
483,15296,205641.407444803,6
484,15299,210594.497522652,6
485,15310,206962.229130866,6
486,15320,204725.37181198,6
487,15320,203567.100014975,6
488,15333,206421.386447956,6
489,15333,205415.537520203,6
490,15342,204562.125682012,6
491,15342,207642.116880005,6
492,15343,203887.900154264,6
493,15346,207923.169866366,6
494,15355,209761.139805814,6
495,15356,202932.20638791,6
496,15356,206244.945262769,6
497,15359,210065.83007689,6
498,15367,205946.248699584,6
499,15372,204121.700488349,6
500,15381,207169.851946049,6
501,15382,202110.953432318,6
502,15393,210960.826245777,6
503,15401,212965.623636089,6
504,15401,200797.494386732,6
505,15403,207972.879262826,6
506,15410,204603.02309395,6
507,15418,209398.172287343,6
508,15419,211612.91019106,6
509,15432,205314.768529399,6
510,15439,207821.695255304,6
511,15440,209635.027556007,6
512,15452,208306.30360677,6
513,15460,210354.2740051,6
514,15463,207983.514195052,6
515,15469,210010.782633006,6
516,15474,209905.697633307,6
517,15481,207093.957017727,6
518,15483,211049.802451214,6
519,15492,208092.049681364,6
520,15493,208839.956611121,6
521,15505,206060.785645331,6
522,15517,210109.972520669,6
523,15518,205088.720062084,6
524,15531,208678.073095876,6
525,15540,210859.60750129,6
526,15549,206946.590404552,6
527,15552,207270.236240287,6
528,15560,206169.06970607,6
529,15573,211876.661275701,6
530,15577,211477.92805398,6
531,15584,205578.468548796,6
532,15589,209732.825215628,6
533,15600,211305.188485784,6
534,15610,209760.398551632,6
535,15622,209603.604771006,6
536,15622,213079.498699525,6
537,15623,216046.460453298,6
538,15628,210350.567415253,6
539,15632,210026.859960894,6
540,15645,204180.114283673,6
541,15651,215429.174942445,6
542,15659,212771.956503672,6
543,15670,207781.50202199,6
544,15676,209738.873593913,6
545,15679,210131.664000613,6
546,15683,207891.733441251,6
547,15688,210016.881547312,6
548,15694,214901.923223003,6
549,15699,213143.392483857,6
550,15708,208181.217297797,6
551,15712,210620.133735568,6
552,15721,211002.596723538,6
553,15725,216347.157195048,6
554,15730,213881.546772602,6
555,15743,208677.187092884,6
556,15743,208434.244269303,6
557,15743,207130.180225486,6
558,15756,210615.21339928,6
559,15766,212161.221662545,6
560,15767,207956.645800275,6
561,15780,214570.970809989,6
562,15786,214229.794005953,6
563,15798,211175.15801988,6
564,15811,215121.304721225,6
565,15815,215727.930955914,6
566,15827,214521.840895936,6
567,15833,211000.99290116,6
568,15846,214444.232053173,6
569,15855,209886.553123628,6
570,15863,211476.301492939,6
571,15868,215966.751360895,6
572,15881,210961.566248911,6
573,15894,213574.628938541,6
574,15902,214288.417484117,6
575,15910,215479.297996585,6
576,15922,216651.010806743,6
577,15927,214624.001768855,6
578,15939,216313.367851126,6
579,15950,214888.720114127,6
580,15951,215906.011422599,6
581,15963,215748.346128189,6
582,15972,214025.348378566,6
583,15982,211492.433878738,6
584,15988,215739.030202317,6
585,15990,216429.652731614,6
586,15998,213499.314733946,6
587,16011,212641.680255327,6
588,16012,217584.564580851,6
589,16015,212351.085883343,6
590,16023,216444.172196069,6
591,16035,210521.02597903,6
592,16041,216045.741248326,6
593,16050,217806.551831587,6
594,16055,219564.690383868,6
595,16063,216814.649800167,6
596,16065,218689.922381492,6
597,16078,219267.115046263,6
598,16078,217789.685008535,6
599,16086,216789.143677941,6
600,16097,215641.757617413,6
601,16107,220307.979541894,6
602,16112,215860.753641141,6
603,16120,216586.015453823,6
604,16129,216797.040530633,6
605,16136,217525.839584958,6
606,16139,214596.58281034,6
607,16142,217314.154284315,6
608,16150,215788.459386048,6
609,16156,217427.068946157,6
610,16165,219328.185255759,6
611,16166,221483.541540125,6
612,16168,217182.117282319,6
613,16172,217829.429454019,6
614,16184,217693.005354902,6
615,16186,217108.175868171,6
616,16193,212678.328800738,6
617,16202,215368.793800944,6
618,16214,220031.076192775,6
619,16222,223751.229475372,6
620,16222,218502.022102379,6
621,16226,216226.459060278,6
622,16227,221159.619075968,6
623,16231,222726.71151319,6
624,16235,216822.987670285,6
625,16240,218790.83376325,6
626,16248,213454.732212447,6
627,16259,215265.938118518,6
628,16262,216105.469400604,6
629,16263,218375.900736765,6
630,16271,214589.634895886,6
631,16272,219404.78918402,6
632,16285,224317.156868402,6
633,16289,219894.266277086,6
634,16299,216290.782258106,6
635,16300,221032.698558649,6
636,16300,225408.797713271,6
637,16303,216377.301724744,6
638,16304,218662.450741112,6
639,16316,223240.669612465,6
640,16321,218608.276192826,6
641,16326,217490.412699284,6
642,16337,217907.060447284,6
643,16340,218762.776452046,6
644,16348,223477.807945725,6
645,16354,216526.76037977,6
646,16364,228965.921199807,6
647,16369,221953.083049521,6
648,16380,222691.502133031,6
649,16389,218076.127224394,6
650,16389,222093.985103886,6
651,16397,217361.590911622,6
652,16404,220184.873348351,6
653,16404,225085.674598305,6
654,16411,224324.994042198,6
655,16419,216891.256923794,6
656,16424,221812.623915552,6
657,16435,223977.906438757,6
658,16444,220931.877339252,6
659,16445,219992.897368445,6
660,16456,221318.418256915,6
661,16461,218816.975737846,6
662,16464,221401.310959501,6
663,16468,220899.532901611,6
664,16470,219402.008229856,6
665,16481,222137.04683273,6
666,16494,224443.954044567,6
667,16502,220196.07880536,6
668,16504,220105.727749971,6
669,16515,227973.235815796,6
670,16526,223923.197658651,6
671,16528,229110.65231746,6
672,16528,221040.667720176,6
673,16535,220335.583955002,6
674,16538,221572.912285089,6
675,16544,218217.977102379,6
676,16550,225502.434337206,6
677,16558,221451.889350067,6
678,16571,221778.6011466,6
679,16583,225224.814558133,6
680,16595,223224.887992792,6
681,16607,219208.556991813,6
682,16611,222042.690814112,6
683,16622,218073.06902871,6
684,16624,223775.519690174,6
685,16633,224191.639215541,6
686,16646,225440.202769778,6
687,16653,226605.149047881,6
688,16663,225703.928897844,6
689,16673,224198.854304333,6
690,16683,226810.206727237,6
691,16684,222700.100228946,6
692,16690,225526.984442738,6
693,16697,217497.852902854,6
694,16708,219537.325879627,6
695,16721,221404.273057019,6
696,16727,224804.546581743,6
697,16734,223583.79555,6
698,16743,222958.375052084,6
699,16747,226375.851322479,6
700,16747,235312.911225773,6
701,16748,227830.75668622,6
702,16753,223298.128571369,6
703,16762,225117.98547276,6
704,16775,220171.31481431,6
705,16784,224999.750040384,6
706,16788,223453.147559011,6
707,16793,230688.587708135,6
708,16804,227454.757117442,6
709,16814,228854.324117474,6
710,16814,225089.820026777,6
711,16819,231484.522428254,6
712,16824,229820.924969632,6
713,16835,228927.13126336,6
714,16847,226650.628730518,6
715,16848,230436.941306387,6
716,16861,226246.680331134,6
717,16871,227436.520715293,6
718,16876,226828.408301758,6
719,16876,223639.737777051,6
720,16889,225332.001480808,6
721,16896,224323.860332714,6
722,16908,223573.360330595,6
723,16911,223316.666186047,6
724,16924,229034.227883484,6
725,16934,224713.443380086,6
726,16934,226446.940561831,6
727,16934,231148.617954569,6
728,16941,228983.831464024,6
729,16950,229893.164627996,6
730,16958,229550.394912916,6
731,16961,226377.679939417,6
732,16961,224764.125670723,6
733,16964,232391.07347585,6
734,16972,230080.244954191,6
735,16976,227380.275869813,6
736,16976,227889.667573682,6
737,16980,227191.027390332,6
738,16986,228167.564253782,6
739,16990,226342.196103609,6
740,16991,229927.904355632,6
741,16991,226128.027664095,6
742,16992,229846.892414009,6
743,17000,227401.881273797,6
744,17006,230125.857477374,6
745,17009,230316.153077457,6
746,17018,224648.377820344,6
747,17024,224753.949934352,6
748,17026,231312.453695842,6
749,17026,226664.699120584,6
750,17039,227521.100118188,6
751,17049,233166.421873745,6
752,17052,233562.373066404,6
753,17052,233548.49495682,6
754,17052,229905.846967029,6
755,17052,226264.281620759,6
756,17057,229949.489354013,6
757,17064,231150.674867951,6
758,17072,228870.961999165,6
759,17079,231409.473512481,6
760,17091,229698.595465536,6
761,17101,230495.819591787,6
762,17112,234747.031870065,6
763,17117,231751.268647178,6
764,17121,234333.360109415,6
765,17127,228538.43229578,6
766,17129,227482.189456126,6
767,17137,230668.550320812,6
768,17147,230780.877397199,6
769,17151,229375.871826099,6
770,17153,229960.547788741,6
771,17164,225245.702294501,6
772,17165,228460.371538547,6
773,17166,226955.100375528,6
774,17166,236349.386917303,6
775,17173,230019.330015759,6
776,17174,234469.092415468,6
777,17187,229750.56431872,6
778,17194,229372.055820615,6
779,17194,230427.735384704,6
780,17197,230604.162707291,6
781,17208,232900.050641638,6
782,17210,232669.81104448,6
783,17213,228892.115699029,6
784,17216,237444.508876288,6
785,17219,234712.192129901,6
786,17229,228557.020277163,6
787,17234,234201.824839823,6
788,17240,233544.806877681,6
789,17252,232161.622164637,6
790,17265,229892.633665964,6
791,17272,235133.423876704,6
792,17274,233647.64712288,6
793,17286,229550.828525378,6
794,17289,230144.152873596,6
795,17293,232179.264865308,6
796,17296,232135.144432014,6
797,17297,233498.07970855,6
798,17299,236499.248051901,6
799,17306,236692.997009068,6
800,17312,231306.140948348,6
801,17315,231746.866267014,6
802,17326,233337.369051881,6
803,17332,231568.599639163,6
804,17342,235796.820109175,6
805,17354,233391.546002461,6
806,17367,234043.125099477,6
807,17369,227004.025728525,6
808,17378,231581.972831291,6
809,17380,236006.549701944,6
810,17383,232574.926636006,6
811,17396,238149.869688674,6
812,17404,235701.700432217,6
813,17404,234699.406450275,6
814,17412,236558.50335914,6
815,17425,233679.48169981,6
816,17436,238949.656410372,6
817,17439,234939.691121486,6
818,17450,231190.024526222,6
819,17461,235890.373460998,6
820,17463,231977.356101603,6
821,17467,233696.883498324,6
822,17470,236932.577873328,6
823,17480,234076.580461281,6
824,17487,232805.590370806,6
825,17489,233823.513237322,6
826,17494,234624.299149454,6
827,17503,233661.85645064,6
828,17506,239339.176072205,6
829,17510,235449.952197862,6
830,17520,240765.537199117,6
831,17532,235876.870507876,6
832,17535,236519.16959554,6
833,17544,230605.025161604,6
834,17556,241868.28036247,6
835,17569,236911.062391817,6
836,17582,237396.130485144,6
837,17586,237001.887507974,6
838,17586,236251.545920366,6
839,17594,236688.123519453,6
840,17605,236858.979439127,6
841,17605,233481.263519074,6
842,17609,235212.60526628,6
843,17610,235406.900595045,6
844,17619,232789.203679484,6
845,17631,236382.31266669,6
846,17642,239514.918706455,6
847,17645,233908.600390488,6
848,17657,238485.985475112,6
849,17666,239805.490589727,6
850,17678,233459.486283657,6
851,17691,240321.662854956,6
852,17691,238228.702178234,6
853,17695,233080.747525657,6
854,17707,237780.885342179,6
855,17712,238406.15763481,6
856,17723,237008.629827463,6
857,17729,236734.883990614,6
858,17731,231282.476643922,6
859,17744,238235.032405511,6
860,17756,234024.448570693,6
861,17760,244117.478245963,6
862,17760,234839.754922306,6
863,17771,239343.083657768,6
864,17775,236342.020649563,6
865,17778,243087.914286295,6
866,17780,236746.745279676,6
867,17791,233827.222532711,6
868,17792,233011.075015436,6
869,17798,244012.944466443,6
870,17805,244113.694000133,6
871,17812,235410.350415848,6
872,17820,239005.592890298,6
873,17821,240186.687112001,6
874,17830,235301.404399064,6
875,17835,238337.485041777,6
876,17844,236094.953979612,6
877,17854,241575.611469767,6
878,17862,245213.229891897,6
879,17869,237334.232104853,6
880,17876,240436.76001329,6
881,17876,244957.986498107,6
882,17878,236880.559543485,6
883,17888,239263.456252056,6
884,17898,236186.33254331,6
885,17909,237795.133667754,6
886,17915,241290.517237887,6
887,17918,242035.365939792,6
888,17931,248780.658297048,6
889,17931,242051.633945293,6
